[00000.00-00006.66] 好的,同学们,我们书接上回进入到第二节内容的学习,就是我们所说的先行
[06621.00-06622.66] 母子課出來那個
[06622.66-06624.04] 非常非常的難
[06624.04-06626.42] 像我們所說的以前輕鬆的製造
[06626.42-06628.86] 它其實怎麼說呢
[06628.86-06630.96] 其實它是手工製造的
[06630.96-06632.92] 它一個頂,就是一個母子
[06632.92-06634.06] 就是它沒有重複的
[06634.06-06635.86] 就每一个地方长都不一样了
[06635.86-06640.46] 所以就能够看出来我们的驻造青棚驻造也非常高超
[06640.46-06642.06] 大家知道这是青棚气
[06642.06-06646.46] 所以我们说了下张中时期被称着为青棚时代
[06646.46-06647.86] 这时驻造也
[06647.86-06651.06] 当然了我们所说的整个在下张中时期
[06651.06-06654.46] 我们所说的文化发展相对来说非常的繁柔
[06654.46-06657.66] 所以在我们所说的商号时期就出现了
[06657.66-06659.06] 我们所说的夹古稳
[06659.06-06659.66] 夹古稳
[06659.66-06661.06] 所以什么是夹古稳
[06661.06-06663.66] 就是军家和受古上的稳字
[06663.66-06665.06] 这个叫做夹顾文
[06665.06-06667.70] 他是中国文字的原头
[06667.70-06669.26] 而发现夹顾文的人
[06669.26-06670.02] 大家注意一下
[06670.02-06672.30] 也被称为叫做夹顾文之复
[06673.90-06675.38] 叫做夹顾文之复
[06675.38-06676.98] 这个夹顾文之复是谁呢
[06676.98-06679.34] 就是清朝的精神学家
[06679.34-06681.30] 他叫做王毅荣
[06681.30-06682.38] 他叫做王毅荣
[06684.30-06686.26] 当时这个王毅荣生命了
[06686.26-06688.82] 然后吃药的时候却又眼
[06688.82-06689.78] 又眼是什么呢
[06689.78-06690.90] 叫做龙古
[06690.90-06693.30] 然后当时他说微明见过龙古
[06693.30-06697.54] 然后就让他的家丁去河南阴序那边去找了一些回来
[06697.54-06699.54] 结果沿摩承粉入药之后呢
[06699.54-06700.54] 吃了好了
[06700.54-06702.58] 所以往一种觉得这个东西好神奇呀
[06702.58-06705.02] 那这个龙古到底是什么东西
[06705.02-06708.86] 结果一看是我们所说的这种代责的这种规格
[06708.86-06711.22] 然后结果他一言就发现这些字
[06711.22-06714.86] 其实是有一定的苏写的这种特征在里面的
[06714.86-06716.86] 于是发现了我们所说的夹顾文
[06716.86-06720.22] 所以夹顾文支付呢就是我们所说的王毅龙
[06720.22-06721.30] 这是第一个点
[06721.30-06724.62] 第二个点就是我们在考试当中经常会考到了
[06724.62-06726.02] 我们所说的这个夹果文
[06726.02-06727.78] 他在说写的过程当中
[06727.78-06730.58] 他最早是在规甲或受古上发现的
[06730.58-06732.82] 如果我们写最早发现
[06732.82-06735.58] 最早发现他是被当做什么发现的
[06735.58-06737.18] 我刚才说了声明他生病了
[06737.18-06739.70] 所以他最开始是当做要财
[06740.70-06741.62] 被使用的
[06741.62-06743.30] 是当做要财被使用的
[06743.30-06745.94] 在我们所说的夹果文的发展过程当中
[06745.94-06747.74] 有很多人对于夹果文的
[06747.74-06750.42] 这样的一个发展做到了很大的一个贡献
[06750.42-06757.22] 那这种情况之下,出现我们研究夹顾文道,非常有名的斯大家,我们到较夹顾四堂
[06759.22-06765.90] 我们叫夹顾四堂,这四堂是哪四堂,大家要注意一下,第一个就是我们所说的叫做鲁镇玉
[06768.10-06771.74] 鲁镇玉,第二个就是我们所说的董作兵
[06774.58-06779.14] 还有我们所说的郭莫若,以及王国伟
[06780.42-06810.32] 一直往各位,可以考試的時候,如果問到夾股,四堂是誰,知道我們所說的,這四位,這四位,那夾股文,他其實是中國,我們所說的文字的漢字的源頭,但他其實本知上,也是世界四大股文字之一,所以在這裡大家知道,我們世界四大股文字當中,其實就包括我們所說的夾股文,它是中國的夾股文,除了夾股文之外,我們還知道,還有一些比如說,我們叫長間的文字,
[06810.42-06813.70] 就是愛己的相行文字
[06813.70-06815.12] 不知道大家有沒有見過
[06815.12-06816.62] 就是相行文字
[06817.92-06819.18] 愛己的相行文字
[06819.18-06821.76] 還有我們經常提到的比如說
[06821.76-06822.96] 美洲那邊
[06822.96-06824.12] 我們都知道美洲什麼
[06824.12-06824.86] 麻亞文明
[06824.86-06825.12] 對吧
[06825.12-06827.26] 所以美洲還有自己的麻亞文字
[06830.86-06831.80] 美洲的
[06831.80-06832.86] 麻亞文字
[06832.86-06833.86] 麻亞文字
[06834.20-06835.32] 除了這個之外
[06835.32-06836.32] 還有兩合有運
[06836.32-06838.28] 大家沒有看完那種相料文字
[06838.28-06840.18] 這是兩合有運當中的那種
[06840.42-06841.62] 些型文字
[06841.62-06842.50] 些型文字
[06842.50-06844.22] 刻在10版上
[06844.22-06845.62] 刻进去很深
[06845.62-06847.14] 所以就有些型文字的解脱
[06847.14-06848.42] 大家说说这些文字
[06848.42-06849.14] 刻的这么深
[06849.14-06850.50] 它可能是立体文字
[06850.50-06852.66] 每个方向可能都代表不同的喊一
[06852.66-06854.18] 然后把这种文字叫做
[06854.18-06855.50] 些型文字
[06855.50-06857.70] 这个就是我们所说的关于
[06857.70-06858.54] 夹古文
[06858.54-06860.26] 从它身上也身出来的点
[06860.26-06861.54] 而夹古文最开始
[06861.54-06862.26] 用做什么呢
[06862.26-06862.90] 大家注意一下
[06862.90-06863.70] 夹古文最开始
[06863.70-06864.98] 不是用来计视的
[06864.98-06865.70] 夹古文
[06865.70-06867.62] 最开始是用来做不辞的
[06867.62-06869.38] 就是说用来担捕的
[06869.38-06874.10] 通过我们所说的烧汁的热和烫的烫烫
[06874.10-06875.26] 烫到的是什么样子
[06875.26-06877.78] 所以它最开始的时候是用作粘补
[06877.78-06879.62] 是在商朝做补刺来的
[06879.62-06881.58] 这个是夹顾文
[06881.58-06883.46] 这个是在商朝时期
[06883.46-06885.70] 而在我们所说的整个先时期
[06885.70-06887.18] 还有一个比较重要的成就
[06887.18-06889.34] 这个点也需要同一们去掌握
[06889.34-06891.10] 因为它经常会考到什么
[06891.10-06892.86] 像这种成就类的这些点
[06892.86-06893.70] 大家注意一下
[06893.70-06894.90] 这种成就类的点
[06894.90-06897.42] 一般情况是它是综合的烤热方式
[06897.42-06899.68] 這種綜合的考量方式的命題
[06899.68-06901.00] 就不是單一的命題
[06901.00-06902.06] 而是問到說
[06902.06-06903.80] 如果你處在哪個朝代
[06903.80-06906.96] 那你可能會看到的現象有哪些
[06906.96-06908.62] 又或者說在這個過程當中
[06908.62-06912.38] 他說以下哪一種現象不可能發生
[06912.38-06914.60] 那才其實就是在考
[06914.60-06916.62] 朝代和成就的對應
[06916.62-06918.92] 那這種情況下一旦出現這種考量方式
[06918.92-06920.78] 我們就要能為它對應能上
[06920.78-06923.26] 這是我們所說的它的考察方式
[06923.26-06926.30] 那農業這個點也是我們先進史系的成就
[06926.30-06929.10] 但是主要是春秋戰國時期的春秋
[06929.10-06931.70] 在具體來說其實春秋時期
[06931.70-06935.10] 看出現了我們所說的鐵之農具和農工
[06935.10-06937.70] 也遇到春秋時期的所什麼出現了
[06937.70-06939.30] 鐵氣出現了
[06940.90-06942.22] 生產消費提高
[06942.22-06943.70] 今天是土光垃圾
[06943.70-06946.50] 這種情況之下不說了春秋時期
[06946.50-06948.50] 它開始像什麼時期過度
[06948.50-06950.10] 它開始像我們所說的
[06950.10-06951.90] 風險戰春秋戰國時期
[06951.90-06953.30] 太像風險社會過度
[06953.30-06954.30] 所以在這裡面
[06954.30-06955.70] 大家要掌握的两个点
[06955.70-06957.02] 第一个就春休时期
[06957.02-06958.66] 贴出现了铁枝能浸
[06958.66-06960.46] 第二个春休时期是什么
[06960.46-06961.86] 春休时期
[06963.30-06964.18] 拿着一下
[06964.18-06965.30] 春休时期
[06965.30-06968.02] 它是最后一个青同期时代
[06971.58-06974.70] 它是最后一个青同期时代
[06977.74-06978.62] 它说我们所说
[06978.62-06980.14] 最后一个青同期时代
[06980.14-06982.38] 这个就是我们所说的春休时期
[06982.38-06984.18] 它的浓越发展体现
[06984.18-06985.46] 那他能一放任体现
[06985.46-06987.50] 好 那我们来看一下这道题目
[06987.50-06990.82] 他其实这里考察就是我们刚才所说的情况
[06990.82-06992.94] 所以你不可能看到的是
[06992.94-06997.50] 那你看南北朝的贵族副女区司妙律府
[06997.50-07001.26] 那我们说了佛教汉朝的时候就欠传入中国了吧
[07001.26-07003.14] 所以他可能会发生 对吧
[07003.14-07005.42] 而半婚一只居民开中运名嘛
[07005.42-07007.54] 半婚怎么刚讲过 中的是什么
[07008.18-07009.78] 半婚一只中的是
[07009.78-07019.18] 数对吧,而恨度一直中的是道,周亡,周亡吸收时秋,周亡穿着铁架,传周吗?
[07019.18-07029.18] 不可能,铁架铁是到东州春秋的时候才有的,所以虽然是不对,地选项,而同,放纸缘,只是什么时候出现呢?
[07029.18-07035.18] 只是汉朝的时候出现了,请朝怎么可能放纸缘呢?对吧,所以不可能发生的是,比随地。
[07035.18-07037.58] 所以像这样的考察方式大家注意一下
[07037.58-07039.30] 这一年变得越来越多了
[07039.30-07040.58] 所以大家一定要注意
[07041.30-07043.30] 这是我们所说的这几个
[07043.30-07044.82] 除了以上的成有之外
[07044.82-07046.46] 还有我们所说的水利工程
[07046.46-07048.50] 水利工程就在春秋战国时候
[07048.50-07050.02] 因为有很多人修键水利
[07050.02-07051.06] 比如春秋时候
[07051.06-07052.58] 所以说要修键的确碑
[07052.58-07056.50] 就确碑在当年我们所说的生意的时候是中点
[07056.50-07057.82] 但这一年不太考察了
[07057.82-07059.02] 了解下就可以了
[07059.02-07060.02] 中点是什么呢
[07060.02-07062.70] 中点是战国秦国时期的
[07062.70-07065.26] 李编修进的独江严
[07065.26-07067.06] 所以在这里面考虑开出现了
[07067.06-07069.62] 第一个李编和他的富汗儿子
[07069.62-07071.14] 是战国时期人
[07071.14-07072.94] 这个大药主义而不是春秋
[07072.94-07075.18] 第二个修件的这个叫做独江严
[07075.18-07076.78] 独江严修在哪呢
[07076.78-07078.50] 大草一下主要的
[07078.82-07081.66] 独江严是在哪一个我们所说的
[07081.66-07083.94] 水域附近是在民江附近
[07083.94-07086.26] 第二个呢就是我们所说的这个独江严
[07086.26-07087.66] 它是全世界
[07087.66-07089.90] 年代最久唯一流存
[07089.90-07092.94] 也是无霸言水的水力工程
[07092.94-07095.28] 非常高潮的一项的记忆
[07095.28-07096.26] 是无霸言水
[07096.26-07097.58] 所以它在这里被称为
[07097.58-07101.58] 叫世界水利文化的笔组文化的笔组
[07101.58-07105.14] 而当时修这个度江业主要就是因为这边相对来说
[07105.78-07106.74] 有水坏
[07106.74-07108.26] 所以在这个过程当中
[07108.26-07110.90] 我们所说的用水出现了很大的问题
[07110.90-07113.46] 而度江业的修件就导致这个地方
[07113.46-07114.82] 我们所说的这个四川
[07114.82-07115.22] 对吧
[07115.22-07116.26] 就有了什么美预
[07116.26-07118.26] 就了天府之国的美预
[07119.90-07123.30] 所以我们经常说叫做水汉从人
[07125.70-07129.00] 水汉从人不知欺解
[07130.50-07133.20] 不知道几光是什么样子了
[07133.20-07135.00] 所以水汉从人不知欺解
[07135.00-07136.50] 所以就能够看得出来
[07136.50-07138.00] 这个度江业的修件
[07138.00-07140.10] 它其实是一个非常
[07140.10-07142.00] 这种我们所说的
[07142.00-07145.20] 对于当时特别有利的这样的一些建筑了
[07145.20-07146.20] 这个水里棍城
[07146.20-07147.70] 所以这是有关于度江业
[07147.70-07148.70] 大家要注意一下
[07148.70-07149.98] 主将宴现在还有
[07149.98-07150.30] 对吧
[07150.30-07152.90] 而且我们也经常可以在四川那边出去玩的时候
[07152.90-07153.82] 能看到它
[07153.82-07154.86] 这水里工丑
[07154.86-07155.58] 最后一个呢
[07155.58-07157.10] 其实考察的是在先时期
[07157.10-07158.42] 有一个证明词
[07158.42-07159.62] 这个证明词
[07159.62-07162.42] 证明词就是我们所说的叫做九州
[07162.42-07163.42] 叫九州
[07163.42-07165.86] 九州是下张州时代的地域话分
[07165.86-07166.74] 叫箱团
[07166.74-07168.70] 我们所说的大于社酒店
[07168.70-07170.62] 我们所说的画酒州设定
[07170.62-07173.22] 就用情况之下就有了我们所说的九州
[07173.22-07175.02] 这九州分别是我们所说的
[07175.02-07177.58] 记周眼周 清周 许周 杨周
[07177.58-07179.90] 金融、玉周和两周庸走
[07179.90-07181.14] 大家这里大家注意一下
[07181.14-07182.90] 到了周朝时代的时候
[07182.90-07185.22] 就没有了徐周和两周了
[07185.22-07185.94] 所以这个点了
[07185.94-07187.66] 从那么稍微有个印象就可以了
[07187.66-07188.82] 稍微有印象可以了
[07188.82-07191.10] 只不过在这里面考察的是什么呢
[07191.10-07193.34] 如果大家只考试
[07193.34-07194.70] 比如说你是山东的
[07194.70-07195.90] 那你山东的血源
[07195.90-07197.94] 或者是其他的一些在这里面
[07197.94-07199.30] 可能和它有对的上的
[07199.30-07201.30] 它可能会结合省清来考察
[07203.50-07205.26] 可能会结合省清来考察
[07205.26-07207.38] 那如果说你所在的地区
[07207.38-07209.18] 他有这九州当中的一个
[07209.18-07211.22] 这个时候很久要稍微注意一下了
[07211.22-07213.86] 这是我们所说的先行时期的成就
[07213.86-07215.06] 先实行成就
[07215.06-07217.30] 那内容相对来说还是比较多的
[07217.30-07220.30] 这个这是我们所说的整个先行时期
[07220.30-07222.22] 从我们最开始的
[07222.22-07223.78] 我们所说的下生州
[07223.78-07225.82] 然后到东州春秋战国
[07225.82-07227.66] 从春秋五八到战国居酒
[07227.66-07230.50] 在到他们之间的制度以及成就的发展
[07230.50-07231.70] 他在考试的时候
[07231.70-07234.50] 往往是一宗核心的考试形式出现
[07234.50-07236.58] 所以像这样的制式点呢
[07236.58-07238.06] 是比较细碎的
[07238.06-07240.38] 还是建议同学们回去把这些知识点呢
[07241.10-07242.74] 补充在咱们的讲议上
[07242.74-07243.62] 做好标助
[07243.62-07245.02] 反正服务的去看
[07245.02-07246.94] 尽量能够在这里给大家補权的
[07246.94-07247.98] 都大家補权了
[07247.98-07248.42] 好
[07248.42-07250.90] 这个就是我们这一节课的内容了
[07250.90-07252.38] 杨窩窩里中央商
[07252.38-07253.74] 如果大家有什么样的问题
[07253.74-07255.54] 就可以在我的评论区当中留言
[07255.54-07257.42] 我看到之后给大家回复
[07257.42-07259.10] 今天我们就到这里了
[07259.10-07260.46] 我们下次客战吧
[07260.46-07261.22] 拜拜
